CustomerID,ItemID,Quantity,PurchaseDate,TotalPrice,EmployeeID
Cust0494,Item0018,1,2023-12-20,13.02,Emp08
Cust0103,Item0046,3,2023-11-29,143.85000000000002,
Cust0192,Item0017,1,2023-08-20,74.92,Emp10
Cust0062,Item0003,1,2023-06-23,63.13,Emp05
Cust0011,Item0008,1,2023-10-29,97.48,Emp01
Cust0113,Item0002,1,2023-04-28,45.87,Emp04
Cust0035,Item0042,1,2023-09-21,54.48,
Cust0122,Item0016,1,2023-04-20,51.57,Emp07
Cust0277,Item0019,1,2023-10-23,21.41,Emp07
Cust0243,Item0016,1,2023-07-28,58.85,Emp05
Cust0098,Item0014,1,2023-07-01,70.95,Emp01
Cust0217,Item0002,1,2023-12-11,59.01,Emp02
Cust0335,Item0027,1,2023-07-26,37.03,
Cust0373,Item0004,1,2023-05-08,107.93,Emp07
Cust0099,Item0015,1,2023-03-13,68.72,Emp04
Cust0217,Item0015,1,2023-05-08,135.05,Emp03
Cust0448,Item0049,3,2023-02-20,159.32999999999998,
Cust0026,Item0018,1,2023-01-08,44.22,Emp10
Cust0497,Item0008,1,2023-03-27,74.94,Emp06
Cust0209,Item0007,1,2023-07-25,91.06,Emp08
Cust0463,Item0013,1,2023-01-02,118.14,Emp04
Cust0200,Item0015,1,2023-05-27,71.4,Emp08
Cust0217,Item0018,1,2023-12-05,22.48,Emp09
Cust0368,Item0007,1,2023-06-01,77.46,Emp04
Cust0112,Item0058,3,2023-10-05,103.94999999999999,
Cust0032,Item0024,1,2023-10-27,37.24,
Cust0245,Item0017,1,2023-03-22,102.44,Emp02
Cust0030,Item0026,1,2023-02-05,24.89,
Cust0305,Item0008,1,2023-07-26,93.99,Emp06
Cust0062,Item0057,1,2023-10-24,35.59,
Cust0305,Item0003,1,2023-08-03,42.11,Emp10
Cust0337,Item0017,1,2023-06-11,141.44,Emp08
Cust0479,Item0011,1,2023-05-03,73.91,Emp06
Cust0136,Item0010,1,2023-08-23,47.14,Emp08
Cust0162,Item0025,1,2023-08-23,23.28,
Cust0319,Item0027,1,2023-10-03,30.31,
Cust0110,Item0005,1,2023-06-28,199.73,Emp03
Cust0452,Item0008,1,2023-07-09,56.04,Emp10
Cust0146,Item0018,1,2023-12-27,31.26,Emp03
Cust0155,Item0017,1,2023-01-05,83.8,Emp08
Cust0342,Item0040,3,2023-02-23,67.14,
Cust0481,Item0037,1,2023-02-24,29.18,
Cust0381,Item0009,1,2023-05-25,37.45,Emp04
Cust0310,Item0011,1,2023-04-15,132.04,Emp02
Cust0352,Item0009,1,2023-09-16,47.58,Emp09
Cust0251,Item0002,1,2023-02-17,46.05,Emp07
Cust0325,Item0009,1,2023-01-23,37.74,Emp09
Cust0002,Item0005,1,2023-11-23,137.69,Emp04
Cust0135,Item0015,1,2023-10-10,124.61,Emp01
Cust0362,Item0001,1,2023-02-27,67.84,Emp03
Cust0039,Item0065,1,2023-10-07,30.57,
Cust0019,Item0058,3,2023-03-17,34.650000000000006,
Cust0221,Item0010,1,2023-07-06,42.93,Emp10
Cust0461,Item0023,2,2023-04-18,74.68,
Cust0350,Item0004,1,2023-07-01,170.95,Emp02
Cust0400,Item0014,1,2023-11-14,100.92,Emp06
Cust0384,Item0008,1,2023-03-25,37.03,Emp09
Cust0500,Item0032,2,2023-01-13,71.9,
Cust0092,Item0042,2,2023-12-09,101.08,
Cust0443,Item0036,2,2023-03-23,27.2,
Cust0404,Item0045,1,2023-08-29,23.9,
Cust0114,Item0015,1,2023-06-29,96.79,Emp06
Cust0157,Item0035,1,2023-01-13,31.77,
Cust0338,Item0011,1,2023-05-23,96.85,Emp05
Cust0443,Item0009,1,2023-06-29,86.86,Emp03
Cust0329,Item0018,1,2023-06-19,43.51,Emp04
Cust0481,Item0009,1,2023-04-02,61.34,Emp04
Cust0298,Item0037,1,2023-02-25,15.93,
Cust0306,Item0011,1,2023-08-12,43.35,Emp03
Cust0311,Item0028,2,2023-10-23,63.18,
Cust0098,Item0014,1,2023-01-01,147.16,Emp05
Cust0267,Item0055,3,2023-12-10,114.51,
Cust0101,Item0003,1,2023-12-07,47.81,Emp02
Cust0472,Item0011,1,2023-12-06,61.5,Emp07
Cust0435,Item0010,1,2023-09-17,44.67,Emp06
Cust0159,Item0011,1,2023-07-26,89.83,Emp02
Cust0357,Item0005,1,2023-04-09,94.51,Emp09
Cust0216,Item0013,1,2023-12-13,90.81,Emp06
Cust0384,Item0060,3,2023-06-04,57.510000000000005,
Cust0208,Item0001,1,2023-06-05,24.78,Emp05
Cust0147,Item0019,1,2023-11-07,12.39,Emp09
Cust0336,Item0015,1,2023-08-15,135.73,Emp04
Cust0346,Item0016,1,2023-03-28,75.28,Emp10
Cust0338,Item0017,1,2023-12-06,112.46,Emp07
Cust0325,Item0003,1,2023-05-01,36.53,Emp07
Cust0345,Item0007,1,2023-03-17,102.03,Emp01
Cust0013,Item0016,1,2023-11-09,106.07,Emp08
Cust0436,Item0050,2,2023-11-19,54.0,
Cust0295,Item0013,1,2023-09-11,117.45,Emp04
Cust0205,Item0001,1,2023-02-24,21.49,Emp05
Cust0399,Item0006,1,2023-12-23,139.12,Emp05
Cust0266,Item0018,1,2023-05-08,19.09,Emp07
Cust0470,Item0050,1,2023-08-26,41.27,
Cust0342,Item0018,1,2023-11-01,36.41,Emp08
Cust0163,Item0049,3,2023-09-16,102.63,
Cust0219,Item0056,2,2023-03-23,54.08,
Cust0381,Item0049,2,2023-05-07,74.36,
Cust0431,Item0017,1,2023-09-06,90.3,Emp05
Cust0321,Item0015,1,2023-02-09,43.27,Emp07
Cust0366,Item0009,1,2023-06-21,38.43,Emp03
Cust0164,Item0026,1,2023-03-19,10.16,
Cust0119,Item0005,1,2023-12-28,87.86,Emp02
Cust0110,Item0014,1,2023-06-19,113.82,Emp06
Cust0278,Item0002,1,2023-04-16,72.33,Emp10
Cust0427,Item0019,1,2023-12-23,20.02,Emp06
Cust0011,Item0069,3,2023-07-14,78.30000000000001,
Cust0245,Item0012,1,2023-06-02,130.48,Emp09
Cust0386,Item0014,1,2023-10-03,141.14,Emp05
Cust0383,Item0059,1,2023-09-07,27.58,
Cust0113,Item0016,1,2023-01-15,67.8,Emp02
Cust0200,Item0013,1,2023-03-26,88.12,Emp08
Cust0431,Item0005,1,2023-11-15,115.11,Emp05
Cust0274,Item0013,1,2023-10-31,130.55,Emp10
Cust0289,Item0003,1,2023-11-26,24.74,Emp02
Cust0220,Item0015,1,2023-04-04,104.37,Emp07
Cust0026,Item0011,1,2023-04-19,97.71,Emp02
Cust0233,Item0013,1,2023-05-23,131.38,Emp08
Cust0386,Item0047,2,2023-02-11,106.94,
Cust0241,Item0018,1,2023-01-27,33.75,Emp01
Cust0488,Item0003,1,2023-11-30,21.93,Emp06
Cust0021,Item0036,1,2023-01-11,49.19,
Cust0319,Item0005,1,2023-08-31,116.42,Emp01
Cust0343,Item0007,1,2023-08-27,119.58,Emp03
Cust0359,Item0012,1,2023-03-27,74.17,Emp03
Cust0311,Item0004,1,2023-03-25,106.25,Emp02
Cust0494,Item0019,1,2023-01-14,39.47,Emp09
Cust0476,Item0013,1,2023-07-23,123.06,Emp02
Cust0483,Item0025,3,2023-12-20,101.55000000000001,
Cust0426,Item0004,1,2023-12-23,67.08,Emp07
Cust0396,Item0020,1,2023-03-03,39.43,Emp10
Cust0408,Item0023,2,2023-09-30,60.0,
Cust0220,Item0003,1,2023-09-17,27.46,Emp09
Cust0332,Item0014,1,2023-09-08,67.75,Emp02
Cust0055,Item0012,1,2023-11-22,42.16,Emp05
Cust0457,Item0066,1,2023-08-11,36.2,
Cust0091,Item0062,2,2023-11-12,66.84,
Cust0414,Item0051,2,2023-08-12,63.52,
Cust0423,Item0038,2,2023-05-06,76.48,
Cust0426,Item0038,2,2023-05-05,24.08,
Cust0385,Item0020,1,2023-12-09,45.75,Emp02
Cust0195,Item0016,1,2023-06-16,103.01,Emp04
Cust0094,Item0012,1,2023-05-13,134.37,Emp05
Cust0175,Item0020,1,2023-12-26,41.55,Emp05
Cust0451,Item0001,1,2023-09-22,36.17,Emp08
Cust0486,Item0008,1,2023-07-28,30.21,Emp07
Cust0251,Item0008,1,2023-12-20,47.45,Emp01
Cust0244,Item0016,1,2023-08-18,119.82,Emp10
Cust0406,Item0010,1,2023-04-24,47.24,Emp05
Cust0208,Item0010,1,2023-12-06,126.29,Emp09
Cust0298,Item0018,1,2023-09-29,12.11,Emp04
Cust0177,Item0018,1,2023-06-19,40.53,Emp08
Cust0181,Item0038,2,2023-05-09,50.12,
Cust0119,Item0007,1,2023-06-11,173.1,Emp08
Cust0062,Item0069,3,2023-04-05,65.73,
Cust0099,Item0016,1,2023-05-22,108.11,Emp05
Cust0371,Item0017,1,2023-11-02,135.74,Emp01
Cust0145,Item0033,2,2023-04-27,85.76,
Cust0185,Item0001,1,2023-12-29,43.7,Emp03
Cust0274,Item0002,1,2023-01-28,56.37,Emp10
Cust0284,Item0005,1,2023-11-23,198.56,Emp03
Cust0445,Item0027,1,2023-10-21,29.17,
Cust0146,Item0015,1,2023-06-24,111.28,Emp09
Cust0095,Item0037,2,2023-02-28,35.9,
Cust0421,Item0016,1,2023-02-07,91.32,Emp07
Cust0296,Item0002,1,2023-03-19,61.11,Emp05
Cust0077,Item0040,1,2023-05-08,39.41,
Cust0061,Item0014,1,2023-11-07,82.04,Emp04
Cust0306,Item0035,3,2023-07-14,96.78,
Cust0231,Item0040,3,2023-08-08,71.34,
Cust0157,Item0002,1,2023-11-09,44.65,Emp04
Cust0492,Item0069,1,2023-11-17,25.28,
Cust0109,Item0003,1,2023-03-22,25.97,Emp01
Cust0123,Item0003,1,2023-03-22,32.98,Emp03
Cust0002,Item0020,1,2023-08-29,24.33,Emp07
Cust0150,Item0010,1,2023-12-28,45.4,Emp06
Cust0145,Item0050,1,2023-12-18,39.2,
Cust0120,Item0061,3,2023-12-05,61.949999999999996,
Cust0412,Item0048,1,2023-10-06,19.33,
Cust0116,Item0009,1,2023-03-14,42.19,Emp01
Cust0037,Item0010,1,2023-11-01,75.46,Emp10
Cust0384,Item0039,2,2023-03-05,40.98,
Cust0240,Item0013,1,2023-05-20,121.07,Emp10
Cust0257,Item0015,1,2023-02-11,146.37,Emp07
Cust0307,Item0014,1,2023-06-15,113.67,Emp03
Cust0310,Item0003,1,2023-04-28,55.71,Emp02
Cust0493,Item0019,1,2023-10-28,39.14,Emp09
Cust0487,Item0009,1,2023-10-23,93.84,Emp04
Cust0021,Item0032,2,2023-09-23,119.66,
Cust0334,Item0009,1,2023-04-03,61.22,Emp07
Cust0300,Item0016,1,2023-02-16,51.03,Emp07
Cust0241,Item0011,1,2023-06-14,118.26,Emp08
Cust0344,Item0006,1,2023-06-18,187.55,Emp08
Cust0211,Item0010,1,2023-12-06,58.17,Emp02
Cust0484,Item0018,1,2023-01-19,31.54,Emp10
Cust0233,Item0009,1,2023-06-15,99.16,Emp07
Cust0060,Item0046,3,2023-01-01,153.96,
Cust0337,Item0050,2,2023-01-28,42.1,
Cust0097,Item0020,1,2023-09-13,33.36,Emp07
Cust0321,Item0002,1,2023-04-15,50.93,Emp07
Cust0137,Item0010,1,2023-08-13,130.18,Emp07
Cust0451,Item0004,1,2023-01-15,135.68,Emp02
Cust0499,Item0008,1,2023-12-30,42.01,Emp01
Cust0082,Item0001,1,2023-10-10,25.34,Emp03
Cust0209,Item0004,1,2023-08-25,67.69,Emp06
Cust0485,Item0005,1,2023-09-13,82.17,Emp07
Cust0478,Item0053,3,2023-05-20,109.83,
Cust0213,Item0051,1,2023-08-22,11.1,
Cust0283,Item0007,1,2023-11-03,172.45,Emp04
Cust0261,Item0029,1,2023-05-22,28.83,
Cust0396,Item0047,2,2023-09-17,40.46,
Cust0137,Item0039,3,2023-06-02,128.79,
Cust0429,Item0016,1,2023-03-18,115.56,Emp05
Cust0229,Item0012,1,2023-06-20,143.81,Emp03
Cust0283,Item0045,2,2023-06-14,117.92,
Cust0446,Item0008,1,2023-10-20,46.46,Emp01
Cust0197,Item0014,1,2023-01-23,115.28,Emp03
Cust0163,Item0066,2,2023-07-17,80.08,
Cust0340,Item0062,1,2023-09-11,32.86,
Cust0494,Item0017,1,2023-10-30,117.64,Emp03
Cust0170,Item0049,1,2023-09-27,55.4,
Cust0467,Item0005,1,2023-07-29,169.21,Emp03
Cust0446,Item0005,1,2023-02-08,122.8,Emp04
Cust0241,Item0037,2,2023-11-16,31.72,
Cust0355,Item0003,1,2023-06-18,26.72,Emp05
Cust0437,Item0018,1,2023-07-14,58.8,Emp10
Cust0489,Item0016,1,2023-10-05,117.38,Emp10
Cust0019,Item0008,1,2023-11-20,81.17,Emp09
Cust0351,Item0035,3,2023-02-16,94.5,
Cust0223,Item0069,3,2023-12-27,105.12,
Cust0447,Item0006,1,2023-12-22,195.04,Emp01
Cust0154,Item0023,2,2023-01-29,75.66,
Cust0151,Item0014,1,2023-03-16,95.9,Emp02
Cust0126,Item0019,1,2023-12-16,50.77,Emp04
Cust0406,Item0006,1,2023-02-10,179.2,Emp08
Cust0313,Item0060,3,2023-05-04,146.46,
Cust0255,Item0030,1,2023-08-25,37.84,
Cust0327,Item0009,1,2023-12-08,92.59,Emp07
Cust0005,Item0050,2,2023-12-13,64.32,
Cust0280,Item0015,1,2023-06-26,55.21,Emp09
Cust0301,Item0014,1,2023-12-20,123.36,Emp04
Cust0129,Item0010,1,2023-04-12,89.64,Emp07
Cust0197,Item0027,1,2023-07-15,36.41,
Cust0293,Item0010,1,2023-12-25,79.17,Emp08
Cust0152,Item0013,1,2023-05-21,96.45,Emp06
Cust0005,Item0002,1,2023-11-07,75.63,Emp10
Cust0382,Item0010,1,2023-04-28,102.82,Emp01
Cust0311,Item0035,3,2023-04-08,82.83,
Cust0318,Item0005,1,2023-11-18,130.96,Emp02
Cust0050,Item0062,1,2023-06-08,27.51,
Cust0404,Item0019,1,2023-07-06,10.58,Emp08
Cust0375,Item0010,1,2023-06-17,58.98,Emp08
Cust0383,Item0007,1,2023-03-09,173.66,Emp10
Cust0403,Item0012,1,2023-09-29,68.55,Emp02
Cust0257,Item0031,2,2023-09-04,43.74,
Cust0496,Item0068,2,2023-02-28,57.94,
Cust0240,Item0030,1,2023-12-13,24.2,
Cust0371,Item0013,1,2023-10-13,50.31,Emp06
Cust0188,Item0013,1,2023-01-08,132.69,Emp03
Cust0136,Item0015,1,2023-07-08,132.63,Emp05
Cust0345,Item0037,3,2023-07-15,75.63,
Cust0422,Item0012,1,2023-02-25,49.36,Emp05
Cust0346,Item0001,1,2023-11-14,55.74,Emp07
Cust0453,Item0041,3,2023-04-24,40.980000000000004,
Cust0332,Item0015,1,2023-12-25,111.27,Emp02
Cust0155,Item0004,1,2023-03-13,71.76,Emp05
Cust0024,Item0040,2,2023-03-01,39.46,
Cust0050,Item0018,1,2023-03-11,54.55,Emp05
Cust0199,Item0018,1,2023-08-03,43.72,Emp01
Cust0301,Item0030,2,2023-12-02,55.42,
Cust0051,Item0060,2,2023-05-24,83.32,
Cust0017,Item0007,1,2023-08-16,143.99,Emp10
Cust0228,Item0044,1,2023-12-18,38.29,
Cust0189,Item0012,1,2023-02-01,139.42,Emp03
Cust0204,Item0004,1,2023-08-21,81.06,Emp04
Cust0047,Item0020,1,2023-01-11,46.31,Emp04
Cust0026,Item0036,1,2023-10-17,25.68,
Cust0106,Item0018,1,2023-04-17,57.16,Emp06
Cust0301,Item0008,1,2023-06-18,76.92,Emp02
Cust0397,Item0020,1,2023-01-02,52.4,Emp08
Cust0142,Item0030,1,2023-10-04,29.94,
Cust0129,Item0028,3,2023-01-14,34.5,
Cust0068,Item0008,1,2023-10-29,33.02,Emp05
Cust0166,Item0009,1,2023-01-27,54.82,Emp07
Cust0065,Item0054,1,2023-02-02,38.54,
Cust0244,Item0012,1,2023-09-20,68.45,Emp06
Cust0304,Item0017,1,2023-04-24,133.24,Emp07
Cust0485,Item0017,1,2023-06-04,133.21,Emp05
Cust0235,Item0001,1,2023-02-01,45.41,Emp03
Cust0246,Item0048,3,2023-02-25,72.53999999999999,
Cust0252,Item0049,1,2023-02-11,21.76,
Cust0165,Item0003,1,2023-03-06,73.98,Emp07
Cust0141,Item0019,1,2023-10-08,42.12,Emp01
Cust0365,Item0020,1,2023-09-29,18.85,Emp02
Cust0151,Item0020,1,2023-08-09,24.21,Emp09
Cust0051,Item0028,3,2023-11-30,110.43,
Cust0450,Item0067,1,2023-08-09,37.64,
Cust0232,Item0047,2,2023-08-21,91.4,
Cust0205,Item0004,1,2023-06-10,106.66,Emp07
Cust0219,Item0009,1,2023-07-11,56.42,Emp04
Cust0489,Item0016,1,2023-02-04,57.49,Emp08
Cust0047,Item0026,2,2023-02-19,75.86,
Cust0382,Item0029,3,2023-01-31,82.28999999999999,
Cust0301,Item0056,2,2023-12-10,88.72,
Cust0063,Item0014,1,2023-01-27,112.45,Emp03
Cust0496,Item0010,1,2023-06-30,110.53,Emp07
Cust0054,Item0007,1,2023-03-21,85.44,Emp04
Cust0337,Item0004,1,2023-06-29,149.6,Emp02
Cust0433,Item0004,1,2023-05-23,183.87,Emp10
Cust0294,Item0014,1,2023-10-15,141.88,Emp10
Cust0499,Item0060,3,2023-12-12,114.24,
Cust0330,Item0020,1,2023-12-03,24.15,Emp06
Cust0425,Item0001,1,2023-04-03,56.59,Emp07
Cust0140,Item0040,2,2023-06-29,53.02,
Cust0004,Item0005,1,2023-10-17,94.81,Emp10
Cust0337,Item0005,1,2023-11-21,97.08,Emp06
Cust0498,Item0017,1,2023-04-21,118.94,Emp06
Cust0193,Item0011,1,2023-03-22,42.82,Emp10
Cust0190,Item0011,1,2023-10-18,89.84,Emp03
Cust0306,Item0002,1,2023-03-21,38.74,Emp03
Cust0081,Item0024,3,2023-02-11,35.82,
Cust0140,Item0014,1,2023-09-06,41.28,Emp08
Cust0311,Item0009,1,2023-04-21,69.26,Emp08
Cust0387,Item0012,1,2023-08-09,51.24,Emp07
Cust0057,Item0019,1,2023-09-07,17.12,Emp05
Cust0270,Item0002,1,2023-04-23,78.87,Emp02
Cust0203,Item0024,1,2023-04-15,20.67,
Cust0155,Item0029,2,2023-05-29,65.6,
Cust0168,Item0016,1,2023-08-09,107.79,Emp05
Cust0090,Item0018,1,2023-12-27,30.33,Emp10
Cust0118,Item0012,1,2023-02-06,99.69,Emp01
Cust0204,Item0023,2,2023-01-10,27.5,
Cust0236,Item0041,3,2023-08-08,90.30000000000001,
Cust0294,Item0014,1,2023-05-29,103.13,Emp01
Cust0059,Item0011,1,2023-03-29,126.83,Emp04
Cust0411,Item0050,3,2023-07-05,86.64,
Cust0046,Item0004,1,2023-05-05,134.85,Emp09
Cust0224,Item0017,1,2023-02-10,112.62,Emp06
Cust0203,Item0068,2,2023-04-24,60.14,
Cust0171,Item0025,3,2023-11-21,85.26,
Cust0059,Item0007,1,2023-06-28,183.25,Emp01
Cust0180,Item0062,1,2023-05-01,15.5,
Cust0053,Item0007,1,2023-03-30,96.19,Emp03
Cust0309,Item0003,1,2023-04-01,48.77,Emp06
Cust0488,Item0052,2,2023-10-16,99.24,
Cust0390,Item0019,1,2023-11-26,47.64,Emp06
Cust0326,Item0041,3,2023-06-11,83.42999999999999,
Cust0078,Item0016,1,2023-08-15,90.3,Emp02
Cust0324,Item0009,1,2023-10-30,59.74,Emp04
Cust0029,Item0003,1,2023-06-08,57.39,Emp05
Cust0237,Item0002,1,2023-07-08,23.8,Emp05
Cust0426,Item0003,1,2023-11-11,37.99,Emp05
Cust0305,Item0015,1,2023-10-25,63.59,Emp09
Cust0284,Item0068,1,2023-08-19,43.19,
Cust0466,Item0062,1,2023-06-14,33.46,
Cust0310,Item0005,1,2023-02-01,165.94,Emp07
Cust0231,Item0011,1,2023-02-13,119.72,Emp08
Cust0259,Item0002,1,2023-05-07,41.46,Emp03
Cust0363,Item0015,1,2023-09-26,123.1,Emp03
Cust0268,Item0012,1,2023-07-10,105.97,Emp09
Cust0470,Item0014,1,2023-06-23,129.63,Emp09
Cust0348,Item0011,1,2023-02-03,149.84,Emp04
Cust0169,Item0013,1,2023-05-26,136.04,Emp10
Cust0130,Item0063,3,2023-03-18,115.77000000000001,
Cust0171,Item0005,1,2023-06-29,75.11,Emp01
Cust0159,Item0065,3,2023-07-20,55.59,
Cust0067,Item0003,1,2023-06-08,63.18,Emp05
Cust0287,Item0011,1,2023-03-07,138.39,Emp08
Cust0344,Item0068,3,2023-09-27,71.01,
Cust0048,Item0014,1,2023-09-18,147.91,Emp04
Cust0186,Item0010,1,2023-04-03,44.82,Emp04
Cust0487,Item0016,1,2023-04-09,67.82,Emp02
Cust0116,Item0030,1,2023-06-01,26.69,
Cust0433,Item0053,3,2023-09-27,41.339999999999996,
Cust0020,Item0020,1,2023-03-09,26.62,Emp05
Cust0306,Item0006,1,2023-04-03,176.21,Emp06
Cust0426,Item0020,1,2023-03-26,11.1,Emp05
Cust0370,Item0014,1,2023-07-06,58.21,Emp07
Cust0347,Item0049,3,2023-05-26,168.78,
Cust0386,Item0049,1,2023-10-01,31.14,
Cust0123,Item0016,1,2023-04-10,71.15,Emp02
Cust0189,Item0019,1,2023-08-14,17.23,Emp06
Cust0237,Item0045,3,2023-09-28,65.55000000000001,
Cust0215,Item0033,3,2023-03-12,53.760000000000005,
Cust0447,Item0016,1,2023-07-10,72.25,Emp08
Cust0284,Item0066,3,2023-03-05,33.78,
Cust0146,Item0006,1,2023-05-20,87.05,Emp05
Cust0231,Item0030,2,2023-02-16,37.34,
Cust0485,Item0049,2,2023-01-14,42.26,
Cust0213,Item0017,1,2023-07-11,115.38,Emp10
Cust0121,Item0003,1,2023-07-11,44.12,Emp04
Cust0115,Item0004,1,2023-11-29,68.85,Emp03
Cust0172,Item0029,1,2023-05-27,32.67,
Cust0470,Item0065,1,2023-12-28,29.37,
Cust0241,Item0001,1,2023-02-10,74.69,Emp06
Cust0010,Item0005,1,2023-10-08,164.65,Emp02
Cust0482,Item0054,2,2023-02-26,81.8,
Cust0398,Item0010,1,2023-03-04,53.95,Emp02
Cust0025,Item0020,1,2023-08-23,22.93,Emp05
Cust0033,Item0016,1,2023-11-02,87.68,Emp10
Cust0275,Item0017,1,2023-10-22,130.24,Emp08
Cust0124,Item0039,2,2023-01-01,67.82,
Cust0315,Item0019,1,2023-08-02,37.34,Emp09
Cust0096,Item0003,1,2023-09-26,77.39,Emp09
Cust0500,Item0017,1,2023-10-06,128.36,Emp08
Cust0260,Item0053,3,2023-01-11,133.95,
Cust0200,Item0023,3,2023-07-18,71.55000000000001,
Cust0192,Item0001,1,2023-07-02,53.07,Emp10
Cust0404,Item0008,1,2023-12-03,36.78,Emp06
Cust0322,Item0019,1,2023-06-20,13.98,Emp04
Cust0069,Item0018,1,2023-06-23,23.54,Emp02
Cust0417,Item0015,1,2023-12-23,96.87,Emp03
Cust0246,Item0005,1,2023-02-02,199.34,Emp01
Cust0367,Item0050,1,2023-05-31,51.49,
Cust0104,Item0007,1,2023-01-22,177.56,Emp05
Cust0162,Item0053,2,2023-10-06,69.8,
Cust0243,Item0007,1,2023-05-27,188.68,Emp01
Cust0183,Item0024,3,2023-06-19,86.4,
Cust0140,Item0012,1,2023-08-12,144.19,Emp10
Cust0456,Item0015,1,2023-07-17,100.05,Emp06
Cust0174,Item0052,3,2023-09-12,103.97999999999999,
Cust0189,Item0054,2,2023-02-12,63.08,
Cust0373,Item0014,1,2023-11-05,128.52,Emp05
Cust0422,Item0010,1,2023-06-14,67.39,Emp04
Cust0053,Item0010,1,2023-06-06,147.28,Emp08
Cust0229,Item0014,1,2023-03-27,83.54,Emp08
Cust0354,Item0015,1,2023-01-22,108.04,Emp07
Cust0373,Item0043,3,2023-08-11,82.83,
Cust0141,Item0002,1,2023-02-08,75.82,Emp07
Cust0344,Item0012,1,2023-09-20,81.93,Emp02
Cust0411,Item0031,1,2023-03-15,32.49,
Cust0435,Item0015,1,2023-01-18,138.18,Emp09
Cust0065,Item0012,1,2023-07-05,49.93,Emp04
Cust0197,Item0023,3,2023-03-20,60.63,
Cust0348,Item0012,1,2023-07-10,68.73,Emp01
Cust0228,Item0057,1,2023-09-29,22.54,
Cust0188,Item0009,1,2023-05-08,76.19,Emp09
Cust0492,Item0006,1,2023-09-13,75.49,Emp06
Cust0266,Item0018,1,2023-03-02,40.68,Emp09
Cust0135,Item0066,2,2023-04-20,77.8,
Cust0314,Item0016,1,2023-04-13,97.57,Emp01
Cust0063,Item0003,1,2023-08-20,23.52,Emp01
Cust0089,Item0049,1,2023-12-16,47.5,
Cust0496,Item0041,3,2023-06-27,87.33,
Cust0364,Item0018,1,2023-05-29,28.07,Emp02
Cust0457,Item0006,1,2023-12-31,157.58,Emp09
Cust0364,Item0061,1,2023-07-05,25.26,
Cust0261,Item0007,1,2023-03-13,157.27,Emp08
Cust0122,Item0022,2,2023-10-11,41.08,
Cust0294,Item0018,1,2023-03-08,13.52,Emp04
Cust0314,Item0025,2,2023-07-23,24.72,
Cust0368,Item0054,2,2023-07-29,74.62,
Cust0422,Item0005,1,2023-06-12,68.66,Emp02
Cust0329,Item0015,1,2023-12-15,131.58,Emp05
